Term_Translated,Campus,Subject,Subject_Name,Course_Title,Description,Units,Units_Min,Units_Max,Prerequisites,Cross_Listing,Course Name
Spring Quarter 2225,UCSC,MUSC,Music,Guitar Repertoire and Performance,"Designed to give guitar students who are pursuing the music major and minor, a weekly performance opportunity. Student performers receive feedback and constructive criticism from the instructors and from their peers. The instructors also offer insight and tips on choosing repertoire, performance anxiety and solutions, and historical and cultural context of the composers and music performed in the class. Enrollment by permission of instructor. May be repeated for credit.",2 units,2,2,,,52
Spring Quarter 2225,UCSC,MUSC,Music,Songwriting Craft and Practice,"Explores the craft of songwriting through listening, analysis, performance, and songwriting assignments. Students are exposed to a variety of writing styles from diverse musical backgrounds such as pop, rock, folk, jazz, avant-garde, classical, and world music. Students gain the ability to analyze a song's form, its textual rhythmic scheme, mood, and performative aspects. Students also compose, record, and perform song samples demonstrating their understanding and creative approach to the concepts discussed in class. May be repeated for credit.",5 units,5,5,,,58
Spring Quarter 2225,UCSC,MUSC,Music,Fundamental Keyboard Skills,"Elementary instruction in piano technique, including group and individual performance experience. A minimum of four hours per week of individual practice is required. Curriculum is coordinated with keyboard requirements of the MUSC 30 series. Concurrent enrollment in a theory course is strongly recommended. Students are billed a course fee of $150 upon enrollment, but the Music Department provides reimbursement for course fee in the form of a scholarship. Enrollment is by instructor permission. Contact instructor for enrollment instructions. May be repeated for credit.",2 units,2,2,,,60
Spring Quarter 2225,UCSC,MUSC,Music,Fundamental Keyboard Skills,"Elementary instruction in piano technique, including group and individual performance experience. A minimum of four hours per week of individual practice is required. Curriculum is coordinated with keyboard requirements of the MUSC 30 series. Concurrent enrollment in a theory course is strongly recommended. Students are billed a course fee of $150 upon enrollment, but the Music Department provides reimbursement for course fee in the form of a scholarship. Enrollment is by instructor permission. Contact instructor for enrollment instructions. May be repeated for credit.",2 units,2,2,,,60
Spring Quarter 2225,UCSC,MUSC,Music,Fundamental Keyboard Skills,"Elementary instruction in piano technique, including group and individual performance experience. A minimum of four hours per week of individual practice is required. Curriculum is coordinated with keyboard requirements of the MUSC 30 series. Concurrent enrollment in a theory course is strongly recommended. Students are billed a course fee of $150 upon enrollment, but the Music Department provides reimbursement for course fee in the form of a scholarship. Enrollment is by instructor permission. Contact instructor for enrollment instructions. May be repeated for credit.",2 units,2,2,,,60
Spring Quarter 2225,UCSC,MUSC,Music,Fundamental Keyboard Skills,"Elementary instruction in piano technique, including group and individual performance experience. A minimum of four hours per week of individual practice is required. Curriculum is coordinated with keyboard requirements of the MUSC 30 series. Concurrent enrollment in a theory course is strongly recommended. Students are billed a course fee of $150 upon enrollment, but the Music Department provides reimbursement for course fee in the form of a scholarship. Enrollment is by instructor permission. Contact instructor for enrollment instructions. May be repeated for credit.",2 units,2,2,,,60
Spring Quarter 2225,UCSC,MUSC,Music,The Hollywood Musical,"Introductory study of the Hollywood music film, exploring the theory of film sound, the musical genre, and representative works from the 1920s to the present. Students expected to view about two films each week, read assigned section of texts, and contribute to class discussions.",5 units,5,5,,,80H
Spring Quarter 2225,UCSC,MUSC,Music,Artificial Intelligence and Music,"An introduction to basic concepts in music and artificial intelligence, and to algorithmic composition (composition by a set of explicit instructions, often using the computer). Other topics include basic introductions to related concepts in linguistics, mathematics, neural nets, pattern matching, genetic algorithms, fuzzy logic, and interactive systems. Previous experience in one or more of these topics is helpful but not required. Students produce a project based on one of the models presented in class.",5 units,5,5,,,80L
Spring Quarter 2225,UCSC,MUSC,Music,"Music, Mass Media, and Marketing","Examines the relationship between music, advertising, and consumer behavior. Music is an integral part of our lives–it accompanies us in many different places and we encounter it quite a bit throughout the day. It can stimulate a wide range of emotions and is a vital factor in the interactive process of consumer behavior. It receives significant consideration in marketing research, which examines its influence on consumer reactions through advertisements. Course surveys examples dating from the rise of commercial radio through current commercials.",5 units,5,5,,,81F
Spring Quarter 2225,UCSC,MUSC,Music,Scenes and Subcultures,"Introduces students to ethnographic research methods through study and application in a local music scene. Explores issues of music culture and genre; issues of space in terms of communities, scenes, and subcultures; and the cultivation of music values within a scene. These topics are integrally related to ontologies of difference and their relation to dominant power discourses, including but not limited to issues of class, race, sex, orientation, age, and so on. No previous knowledge of music is assumed.",5 units,5,5,,,81K
Spring Quarter 2225,UCSC,MUSC,Music,Chicano/Latino Music in the United States,"Examines the process of music making and how it is tied to the notion of space, place, identity and ethnicity, focusing on musical styles, genres, forms, and repertoires in Chicana/o and Latina/o communities in the United States.",5 units,5,5,,,81M
Spring Quarter 2225,UCSC,MUSC,Music,University Orchestra,"A study of selected works for orchestra, culminating in one or more public concerts. Admission by audition with conductor prior to first class meeting. Enrollment restricted to juniors and seniors. May be repeated for credit.",2 units,2,2,,,102
Spring Quarter 2225,UCSC,MUSC,Music,University Concert Choir,"A study of selected works for orchestra, culminating in one or more public concerts. Prerequisite(s): admission by audition with conductor prior to first class meeting. May be repeated for credit.",2 units,2,2,,,103
Spring Quarter 2225,UCSC,MUSC,Music,The Politics of Aesthetics and Spirituality,"Explores the relationship of music and the politics of aesthetics and spirituality of classical, folk, functional, and popular musics in a cross-cultural and cross-historical context. Attention is paid to both pre-modern and modern vernacular and cosmopolitan formations. Taught in conjunction with MUSC 253S. Students cannot receive credit for this course and MUSC 253S.",5 units,5,5,Enrollment is restricted to juniors and seniors.,,105S
Spring Quarter 2225,UCSC,MUSC,Music,Live Electroacoustic Music Ensemble,"Explores the live performance practice of electroacoustic music, including historical repertoire, improvisation, and compositions by participants. All manner of electronic audio resources are applied to real-time performance. Participants need a basic proficiency in electronic audio and computer tools. Enrollments is by permission of the instructor at first class meeting. May be repeated for credit.",2 units,2,2,,,129
Spring Quarter 2225,UCSC,MUSC,Music,Intermediate Jazz Theory,"Through transcription, analysis, and performance of jazz standards, composition, arranging, improvisation, and spontaneous creation explored. Students write a series of improvisations, short compositions, and arrangements throughout the course. (Formerly MUSC 175, Jazz Theory II.)",5 units,5,5,Prerequisites: MUSC 20C or MUSC 74; and MUSC 30A. Students may bypass prerequisites by permission of instructor.,,150K
Spring Quarter 2225,UCSC,MUSC,Music,University Opera Theater,"A production workshop, culminating in one or more staged performances of an entire opera or selected scenes from the operatic repertory. Admission by audition with instructor prior to first class meeting; auditions usually take place in fall quarter. May be repeated for credit.",5 units,5,5,,,160
